statename,gender,educ,partyid,firstthought,taxpayer,percenttp,recent,tpfeel,biggest,wagesal,paystub,child,depend,glad,upset,benefit,wastecents,wastethink,eitcself,eitcexp,eitcother,eitcthink,labforce,polideo,polinffreq,regvote,feelfedgov_1,voted,discusspol,poleffic,polvol,polknow1,polknow2,polkno3,marital,ownhome,stateresid,yearbirth,raceeth,hhinc,weightvec,firstthought_sentiment,tpfeel_sentiment,benefit_sentiment,eitcthink_sentiment,taxpayer_gap
Oregon,2,3.0,6.0,an obligation to all who are in the work force living in the United States. / Taxes keep the country running. / State taxes keep each state running.,2,60.0,About 35 years ago when I was working.  I have been disabled for 29 years,like I'm a person belong to the USA,none,1.0,Social Security / FICA,0.0,0,I'm glad I paid taxes on Social Security because I have been receiving SSI for 29 years and am greatful for the help I am receiving.,I think it has been a waste of taxpayers money to have paid for unnecessary programs like counting ducks or fish / or trees and things like that,not sure,20.0,unnecessary programs,3.0,,3.0,,5.0,6.0,2.0,1.0,39,1.0,1.0,2.0,1.0,1,1,3,3,3,38,21,1.0,,0.4725944,1,1,-1,0,30.0
Ohio,2,4.0,2.0,Sales taxes on things that I buy.,1,40.0,Today when I bought gas for my car.,Over charged.,Property taxes.,1.0,"Federal, state, social security and medicare.",0.0,0,I am glad for roads and infastructure.,WELFARE and too many government employees and too much wasted on environmental protection.,No.  I draw nothing from the government so I get nothing.,60.0,It takes two to three people to do the same amound of work that one person does in the commercial job.,3.0,,1.0,I have no problem with it.,2.0,6.0,2.0,1.0,20,1.0,3.0,4.0,4.0,2,1,3,1,1,36,32,1.0,12.0,0.538743107,0,-1,-1,-1,50.0
Illinois,2,6.0,1.0,when i hear the word taxes i think of another bill,1,90.0,"i last paid tax at the grocery store, walmart and gas station",it feels good to contribute to your state but it would help if we don't get taxed for everything,house tax is the biggest part of my family's budget,1.0,federal and state,0.0,1,"education, health and road work",perks for the politicians,i guess it helps during tax season,25.0,the perks they use which they should not have,1.0,higher tax return,1.0,great benefit to parent and their kids,1.0,4.0,3.0,1.0,51,1.0,2.0,2.0,4.0,1,2,6,5,1,14,37,2.0,14.0,1.612731644,0,1,1,1,0.0
Nevada,1,3.0,4.0,levy on goods and services by the government.,1,86.0,sales tax on food from restaurant,Dutiful,I'm assuming property taxes,1.0,FICA,0.0,0,"roads, public facilities, landmarks","congress using tax dollars for upgraded travel & luxury leisure expenses, defense spending is through the roof and it's a warmonger's dream","Not so much personally. Other than, maybe some of the roads being renovated.",80.0,"defense spending, congressional spending for personal gain",4.0,,4.0,,1.0,4.0,3.0,1.0,13,1.0,2.0,2.0,3.0,3,4,1,5,1,29,47,5.0,17.0,5.000013911,0,0,0,0,4.0
New Jersey,1,6.0,6.0,ripoff by the government / ,1,82.0,paid sales tax at cvs pharmacy for lotion,it's terrible,property or paycheck,1.0,social security - unemployment - workers comp - federal & state - city - local gov,0.0,no,police - fireman - roads - that's it,everything else - the government is too big & too much waste with no oversight,no,81.0,black budget,1.0,it was nothing - no impact,2.0,no opinion,1.0,5.0,2.0,1.0,9,,2.0,4.0,2.0,2,2,3,1,3,31,44,,,2.004710154,0,-1,-1,-1,8.0
Pennsylvania,1,2.0,4.0,"bank ruped, lose money that you haved saved for years",1,100.0,10 secs. ago all the time,like I can never get ahead of my bills,school and property taxes,1.0,"fed, local, township, unemploment tax, pa tax, Social Security Tax, Medicare Tax, PA SUI/SDI Tax",0.0,2,"they don't pay for anything, it just goes into the Govs peoples pockets","The Govs. peoples pay they get payed 5 times more then me, they should get my pay","no, the road are still holely, can't get unemployment, on help of any kind",60.0,gov.  pay they get,3.0,,2.0,you have to be totley broke to get it,2.0,7.0,2.0,1.0,0,1.0,3.0,1.0,4.0,1,1,3,1,1,39,29,1.0,2.0,0.341164062,0,1,1,-1,10.0
California,1,6.0,6.0,excessive money coming out of my check,1,40.0,sales tax on my dinner on Tuesday night,I don't mind paying my fair share but I don't like the idea that others don't pay their share,federal income tax,1.0,"federal income, state income, medicare, social security",0.0,0,"police, fire, roads, water treatment","welfare, unemployment extensions, unnecessary services to people with disabilities, supplemental security income for people who are able to work","yes, I have police and fire service for peace of mind, there are street lights and roads that I travel on, the water and air that I breathe are clean",39.0,"wasted time, wasted materials, theft, abuse of materials and equipment, replacement of equipment that is still in good repair",3.0,,2.0,I don't have a major opinion of either one.,6.0,6.0,2.0,1.0,40,1.0,2.0,3.0,4.0,1,2,3,1,1,5,16,1.0,19.0,1.732094445,0,1,1,0,50.0
Ohio,1,5.0,4.0,taxes are too high and congress does nothing about it,1,60.0,real estate taxes on my house,willing to contribute my fair share in taxes,real estate taxes,1.0,"federal tax, state tax, city tax, social security tax",0.0,0,I' happy to pay taxes to support my local school district,taxes to the federal government that waste billions of dollars on too many programs,"yes, from taxes paid to my school district to help support quality education",39.0,social programs ,3.0,,1.0,I think it's absurb to help support people who want to have children to get money to help support them,6.0,4.0,1.0,1.0,20,1.0,2.0,1.0,1.0,2,1,3,3,1,36,13,1.0,15.0,0.923063978,0,1,1,1,30.0
Maryland,1,3.0,3.0,"necessary , balance budget , infrastructure , food programs , pre K , ",1,50.0,I paid sales tax on items bought online ,good makes me feel patriotic ,"Sales tax is or income tax , not sure which ",1.0,"FICA , Federal , State ",0.0,No,"Education, Social Security , Unemployment Benefits, EPA , FDA, Food Stamps, Housing subsidies , VA, Infrastructure , SEC ","Bloated Military , Tax breaks for ultra wealthy, big business subsidies ","Yes , Social Security , Unemployment ",25.0,"Unneeded military expenses , business incentives , vast overpayment for private contracting ",2.0,Takes about 200 $ off  the tax bill ,4.0,,9.0,1.0,1.0,1.0,63,1.0,1.0,5.0,3.0,2,1,3,5,3,21,24,1.0,9.0,0.432154266,0,1,1,0,40.0
Illinois,1,4.0,5.0,Tax and spend liberal democrats,1,48.0,Sales Tax for groceries at a grocery store,Over taxed by a wasteful government,Income taxes for the state and federal governments,1.0,"State income tax, federal income tax, FICO",0.0,1,"Defense, veterans benefits and highways","Welfare, food stamps, foreign aid and waste","Yes. The U. S. military protects my freedom, I drive on a fine interstate highway system, EMS system provides for emergency care and transport.",60.0,"Foreign aid, subsidies for everything from sugar to oil to green energy, legislators salaries and benefits, the U.S. Departments of Energy, Education and Commerce.",3.0,,3.0,,6.0,6.0,1.0,1.0,11,1.0,1.0,4.0,3.0,2,1,3,1,1,14,11,1.0,14.0,0.923063978,0,0,1,0,42.0
North Carolina,1,,3.0,that I hate paying them and I don't want any of my tax money going to pay for abortions,1,61.0,last year - I always pay taxes,"I feel ok with some parts of it, but not with paying for things I don't want to, like abortions.",income tax,1.0,"social security, fica",0.0,no,"I'm glad that they pay for national defense, veterans, things like that","I'm upset mainly, as I said before, that my tax dollars could potentially pay for some irresponsible girls to get abortions, when all they have to do is not have sex.",from the roads and things like that - public services,63.0,"beaurocrats, welfare",1.0,gave us money,1.0,it was good to have,1.0,4.0,2.0,1.0,19,1.0,2.0,2.0,4.0,2,1,3,1,1,34,43,1.0,,0.789782315,-1,-1,1,1,29.0
Indiana,2,2.0,4.0,It is the what we play on the money we make. We also pay it on the items we buy. ,1,100.0,I bought some food today. I also bought grocery items. ,It sucks I would rather not have to pay anything to the government. All they do is blow it.,Property tax,1.0,Federal and state.,0.0,0,It pays for schools and it pays for new roads. That is pays to help people that are in need.,That there is so many taxes.,Not really.,70.0,The money these people get paid. Way to much.,1.0,It helps a little bit with the bills.,1.0,It is fine if it helps you.,1.0,4.0,4.0,1.0,50,2.0,4.0,3.0,3.0,4,4,6,5,4,15,38,1.0,1.0,0.782012106,1,-1,0,1,10.0
North Carolina,1,2.0,5.0,my money goinng to waste by the goverment,1,70.0,pay taxes almost every day in some form or another,some times good some angry,income,1.0,state federal ssi ssi,1.0,yes,the elderly so we can repay them for their service,lazy people wars that do nothing hand outs to pork projecte,we have to have taxes to live in a decent society with law and order,61.0,projects that go nowhere and do nothing,1.0,i do not qualify now but when i did it helped,1.0,some ways good some bad  there are ones who take when they dont need,1.0,4.0,3.0,1.0,48,1.0,3.0,2.0,4.0,1,1,6,1,1,34,27,1.0,12.0,0.432154266,-1,-1,0,-1,20.0
Florida,2,2.0,5.0,I think of the corrupt government (in some aspects) taking my money so I can purchase something I want or need.,1,60.0,"Yesterday, I paid taxes on a pair of 100% polyester Nike pants to keep me warm in the coming cold months here in Colorado.  I had to pay the taxes at JCPenny if I wanted to buy the pants.  ",It feels good to contribute.  I will try and keep my thoughts positive about the matter at hand.,Sales tax on the items we need.  (Family of 3),1.0,"State, Federal",1.0,"Other than my child, no.",The roads.  We like to travel and see the country.,"Not upset, just think they could be used more intelligently.","No, I do not feel that I have benefited.",80.0,Pensions for government politicians who do NOT deserve payment for life after a single term in office.  ,2.0,I think (if memory serves) it gave us more money back than before our child was born.,3.0,,1.0,5.0,2.0,1.0,30,2.0,3.0,3.0,4.0,1,1,3,5,3,10,50,1.0,12.0,0.789782315,1,1,-1,0,30.0
California,2,2.0,7.0,nonononnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,1,81.0,owed taxes bbbbbbbbbbbbbbbbbbbb,nnnnnnnnnnnnnnnnnnnnnnnnnn,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1.0,nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,3.0,5,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,mmmmmmmmmmmmmmmmmmmmmmmmmmmmm,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,84.0,mmmmmmmmmmmmmmmmmmmmm,4.0,,4.0,,8.0,6.0,,1.0,82,2.0,3.0,1.0,3.0,2,4,6,1,1,5,48,4.0,15.0,2.15034017,0,0,0,0,9.0
Texas,1,2.0,5.0,government oversight its a way for the government to collect money and spend it without the authorization of its citizens,1,50.0,i paid a tax today on groceries,I would feel better if I had some say so in how its spent,federal withholding,1.0,federal withholding / social security / ,0.0,0,"our armed forces, providing for the defense of the country, that our infrastructure should be taken care of, enough money is paid in and allocated but most experts give our infatructure grade a ""f""","all kinds of worthless projects, like the study of the effects of a back massage on rabbits or the effects of sunlight on goldfish. Come on, really?",I think to extent I have benefited from some of my tax dollars.  I am a protected citizen from any outside invasion. There are federal guidelines protecting me as a consumer.,30.0,"all the pork promects that get thrown in, most  ofthese wasted research studies, or building projects that are not needed, supporting failing companies",3.0,,4.0,,1.0,7.0,1.0,1.0,2,1.0,1.0,5.0,1.0,2,1,3,5,3,44,34,1.0,8.0,0.432154266,0,1,1,0,40.0
California,2,6.0,2.0,have to pay more for a productg,1,80.0,sales tax of products that I buy at the store,"okay, you have to support the government",income tax,1.0,"income tax, medicare, social security, state tax",0.0,0,"schools, retirement, roads",pork barrel projects that the congress pass,the lower class,20.0,disability income that comes thru socail seciruty,2.0,payed alittle less,2.0,my sone and daughter,6.0,2.0,2.0,1.0,69,1.0,4.0,3.0,4.0,2,1,3,1,1,5,16,5.0,18.0,4.423381849,-1,1,-1,0,10.0
Ohio,2,5.0,4.0,money Uncle Same takes from my paycheck ,1,90.0,from my last paycheck - if you're talking about sales tax then this afternoon ,Annoying,income taxes,1.0,"Federal, State, and local city taxes, medicare, Social security",0.0,0,I'm not glad that they pay for anything.,"Military, welfare, and to people who don't deserve it",Probably have not benefited more in the long run,40.0,military spending,3.0,,1.0,I think they should raise the limit so more people can get it.,1.0,4.0,3.0,1.0,0,2.0,3.0,4.0,4.0,1,1,2,5,3,36,52,1.0,13.0,1.154111704,0,-1,0,0,0.0
Texas,2,2.0,5.0,A percentage of income from your pay check for the support of the government.To put a burden or stress on people to owe or pay taxes.,1,71.0,I just paid property taxes last month.,Somewhat of a burden.,incom tax,0.0,,0.0,0,"I'm thankful to know that our tax dollars do some good such as take care of our roads,highways, and schools.",People that take advantage of the system that should be working and foreigners that need to work instead of just having a hand out.,"Hopefully so, I'll get some back when I'm older.",100.0,wars Iraq,2.0,It helped when we were raising our daughter.,1.0,It is supposed to help to support the children.,1.0,6.0,4.0,2.0,50,2.0,3.0,,4.0,2,2,6,1,1,44,31,1.0,9.0,0.432154266,-1,-1,1,1,19.0
Minnesota,2,2.0,7.0,too many taxes are harmful to the American people.  Less taxes would promote economic recovery and prosperity for every body.,1,50.0,I was at the grocery store and I bought 2 packages of chocolate chips.  When I checked out I was charged 21 cent tax. I asked the clerk why am I being charged for this because I thought food was tax free.  She said if it has flour in it they have to charge tax.  This makes NO sense to me at all.,over taxed,I'm being charged $15.00 per month on my IRA withdrawal.  This makes be sick because I only take out $300 a month.,1.0,"FICA, STATE, FEDERAL",0.0,There is just me and my husband,Nothing.  The roads in my area are terrible,As a Catholic and opposed to the killing of babies I HATE my tax dollars going for abortion.,NO!!!!!!!!!!!!!!!!,71.0,Tax dollars sent to Mexico and China for abortions,3.0,,3.0,,6.0,7.0,1.0,1.0,6,1.0,1.0,5.0,3.0,2,1,3,1,1,24,16,1.0,,0.946813996,1,0,0,0,40.0
Wisconsin,2,2.0,4.0,government taking money from consumers,1,99.0,went to grocery store and paid,I don't like it at all,grocery tax,1.0,I don't remember,0.0,no,road work construction and fixing potholes,I never thought about it much,"yes, by road construction being done",60.0,don't know,3.0,,1.0,its a good credit to have,1.0,6.0,3.0,1.0,15,1.0,4.0,5.0,4.0,4,4,6,5,3,50,23,1.0,10.0,0.538743107,0,-1,1,1,9.0
Massachusetts,1,3.0,5.0,More money taken from my family and wasted by our government.,1,81.0,Sales tax for a toy I bought my grandchild.,Don't like it because it is money taken from my family and in many cases wasted by our government.,Income tax,1.0,"State, Federal ",0.0,wife,The needed and I don't mean the worthless layabouts.,"Welfare fraud, aid to other countries.",No,90.0,"Welfare fraud, foreign aid",4.0,,4.0,,6.0,6.0,3.0,1.0,19,1.0,3.0,1.0,3.0,1,1,6,1,1,22,13,1.0,9.0,0.627845355,-1,-1,-1,0,9.0
Illinois,1,3.0,4.0,"responsibily to state, local, and federal goverment",1,81.0,yesterday paid state sales tax on purchases,normal. have been doing it all my life.,sales tax ,1.0,"state, federal, fica, county",1.0,no,"roads, schools, help for the needy",parties for elected people and millions wasted on elections,yes. drawing social security and railroad retirement on my working years plus I am represented by my goverment,60.0,interest on money borrowed. pensions for elected people,3.0,,1.0,wish they had that while I was raising my 9 children,6.0,4.0,1.0,1.0,2,1.0,2.0,1.0,4.0,2,1,3,2,1,14,17,1.0,8.0,0.787470485,0,0,1,1,9.0
